asset_id,destination_resource,scene_path,node_path,instance_count,quality_profile,lod,collision,disposition
bh_souq_awning_01,assets/environment/architecture/souq/bh_souq_awning_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_covered_passage_01,assets/environment/architecture/souq/bh_souq_covered_passage_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_crate_set_01,assets/environment/architecture/souq/bh_souq_crate_set_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_delivery_door_01,assets/environment/architecture/souq/bh_souq_delivery_door_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_display_table_01,assets/environment/architecture/souq/bh_souq_display_table_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_bakery_01,assets/environment/architecture/souq/bh_souq_shop_bakery_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_cafe_01,assets/environment/architecture/souq/bh_souq_shop_cafe_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_electronics_01,assets/environment/architecture/souq/bh_souq_shop_electronics_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_fabric_01,assets/environment/architecture/souq/bh_souq_shop_fabric_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_gold_01,assets/environment/architecture/souq/bh_souq_shop_gold_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_grocery_01,assets/environment/architecture/souq/bh_souq_shop_grocery_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_perfume_01,assets/environment/architecture/souq/bh_souq_shop_perfume_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_souvenir_01,assets/environment/architecture/souq/bh_souq_shop_souvenir_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_spice_01,assets/environment/architecture/souq/bh_souq_shop_spice_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_tailor_01,assets/environment/architecture/souq/bh_souq_shop_tailor_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shop_toy_01,assets/environment/architecture/souq/bh_souq_shop_toy_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_shutter_01,assets/environment/architecture/souq/bh_souq_shutter_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_souq_sign_panel_01,assets/environment/architecture/souq/bh_souq_sign_panel_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/SouqDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_bench_01,assets/environment/architecture/waterfront/bh_waterfront_bench_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_cafe_terrace_01,assets/environment/architecture/waterfront/bh_waterfront_cafe_terrace_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_curve_15deg_01,assets/environment/architecture/waterfront/bh_waterfront_curve_15deg_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_curve_30deg_01,assets/environment/architecture/waterfront/bh_waterfront_curve_30deg_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_curve_45deg_01,assets/environment/architecture/waterfront/bh_waterfront_curve_45deg_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_hotel_dropoff_01,assets/environment/architecture/waterfront/bh_waterfront_hotel_dropoff_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_marina_edge_01,assets/environment/architecture/waterfront/bh_waterfront_marina_edge_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_palm_planter_01,assets/environment/architecture/waterfront/bh_waterfront_palm_planter_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_promenade_10m_01,assets/environment/architecture/waterfront/bh_waterfront_promenade_10m_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_promenade_20m_01,assets/environment/architecture/waterfront/bh_waterfront_promenade_20m_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_railing_01,assets/environment/architecture/waterfront/bh_waterfront_railing_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_skyline_silhouette_01,assets/environment/architecture/waterfront/bh_waterfront_skyline_silhouette_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_tower_a_01,assets/environment/architecture/waterfront/bh_waterfront_tower_a_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_tower_b_01,assets/environment/architecture/waterfront/bh_waterfront_tower_b_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_tower_c_01,assets/environment/architecture/waterfront/bh_waterfront_tower_c_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_waterfront_water_stair_01,assets/environment/architecture/waterfront/bh_waterfront_water_stair_01_lod0.glb,res://scenes/world.tscn,World/AssetLab/WaterfrontDistrict,1,balanced,0,simplified_box,integrated_runtime
bh_drainage_channel_straight_4m_01,assets/environment/roads/bh_drainage_channel_straight_4m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_kerb_standard_straight_4m_01,assets/environment/roads/bh_kerb_standard_straight_4m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_road_crossing_zebra_8m_01,assets/environment/roads/bh_road_crossing_zebra_8m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_road_highway_curve_40m_01,assets/environment/roads/bh_road_highway_curve_40m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_road_highway_exit_40m_01,assets/environment/roads/bh_road_highway_exit_40m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_road_highway_six_lane_straight_40m_01,assets/environment/roads/bh_road_highway_six_lane_straight_40m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_road_highway_slip_road_30m_01,assets/environment/roads/bh_road_highway_slip_road_30m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_road_intersection_four_way_20m_01,assets/environment/roads/bh_road_intersection_four_way_20m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_road_intersection_t_20m_01,assets/environment/roads/bh_road_intersection_t_20m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_road_roundabout_compact_24m_01,assets/environment/roads/bh_road_roundabout_compact_24m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_road_two_lane_straight_20m_01,assets/environment/roads/bh_road_two_lane_straight_20m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_sidewalk_commercial_straight_4m_01,assets/environment/roads/bh_sidewalk_commercial_straight_4m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_sidewalk_driveway_cut_4m_01,assets/environment/roads/bh_sidewalk_driveway_cut_4m_01.glb,res://scenes/world.tscn,World/AssetLab/RoadNetwork,1,shared_mobile,0,simplified_box,integrated_runtime
bh_prop_bus_shelter_a_01,assets/props/street/bh_prop_bus_shelter_a_01.glb,res://scenes/world.tscn,World/AssetLab/StreetPropSpawner,1,shared_mobile,0,simplified_box,integrated_runtime
bh_prop_crash_barrier_4m_01,assets/props/street/bh_prop_crash_barrier_4m_01.glb,res://scenes/world.tscn,World/AssetLab/StreetPropSpawner,1,shared_mobile,0,simplified_box,integrated_runtime
bh_prop_direction_sign_frame_a_01,assets/props/street/bh_prop_direction_sign_frame_a_01.glb,res://scenes/world.tscn,World/AssetLab/StreetPropSpawner,1,shared_mobile,0,simplified_box,integrated_runtime
bh_prop_street_bollard_a_01,assets/props/street/bh_prop_street_bollard_a_01.glb,res://scenes/world.tscn,World/AssetLab/StreetPropSpawner,1,shared_mobile,0,simplified_box,integrated_runtime
bh_prop_streetlamp_prom_a_01,assets/props/street/bh_prop_streetlamp_prom_a_01.glb,res://scenes/world.tscn,World/AssetLab/StreetPropSpawner,1,shared_mobile,0,simplified_box,integrated_runtime
bh_prop_traffic_signal_a_01,assets/props/street/bh_prop_traffic_signal_a_01.glb,res://scenes/world.tscn,World/AssetLab/StreetPropSpawner,1,shared_mobile,0,simplified_box,integrated_runtime
bh_cafe_storefront_karak_a_01,assets/environment/architecture/commercial/bh_cafe_storefront_karak_a_01.glb,res://scenes/world.tscn,World/AssetLab/CommercialDistrict,1,shared_mobile,0,simplified_box,integrated_runtime
bh_cafe_table_chair_set_a_01,assets/environment/architecture/commercial/bh_cafe_table_chair_set_a_01.glb,res://scenes/world.tscn,World/AssetLab/CommercialDistrict,1,shared_mobile,0,simplified_box,integrated_runtime
bh_prop_supermarket_checkout_a_01,assets/environment/architecture/commercial/bh_prop_supermarket_checkout_a_01.glb,res://scenes/world.tscn,World/AssetLab/CommercialDistrict,1,shared_mobile,0,simplified_box,integrated_runtime
bh_supermarket_shelf_1m_01,assets/environment/architecture/commercial/bh_supermarket_shelf_1m_01.glb,res://scenes/world.tscn,World/AssetLab/CommercialDistrict,1,shared_mobile,0,simplified_box,integrated_runtime
bh_supermarket_storefront_a_01,assets/environment/architecture/commercial/bh_supermarket_storefront_a_01.glb,res://scenes/world.tscn,World/AssetLab/CommercialDistrict,1,shared_mobile,0,simplified_box,integrated_runtime
